Id,Date Added,Council Member,Recipient Self,Recipient Dependent,Recipient Staff,Source,Date Gifted,Nature / Value,Reason,Intent,Value
416,2019-06-04,Brian Bowman,yes,no,no,"Claudine Gilbert, Coordinator of International Conferences - Sport for Life, International Physical Literacy Conference",2019-05-08,Scarf - $10,Courtesy Gift,Retain,10
427,2019-06-25,Jeff Browaty,yes,no,no,Rainbow Stage,2019-06-20,Strike! The Musical (2 tix @ ~$65.00 each),Opening night VIP,Retained,65
417,2019-06-04,Brian Bowman,yes,no,no,"Cree Crowchild, Principal, River Elm School",2019-05-09,"T-shirt, card, pin, ornament - $40",Courtesy Gift,Retain,40
607,2021-12-16,Brian Mayes,yes,no,yes,Dougald Lamont - MLA for St. Boniface,2021-12-16,Poinsettia plant (approximately) $30 in value,Floral arrangement for 2021 Holiday Season,Retained to decorate the office,30
644,2022-07-08,Brian Bowman,yes,no,no,University of Manitoba Alumni,2022-06-14,University of MB Hoodie - $50,Gift,Retained,50
55,2018-04-27,Jenny Gerbasi,yes,yes,no,GSAC,2018-04-13,40.00,Winnipeg Comedy Festival,Attended gala show,40
243,2018-10-31,Brian Bowman,yes,no,no,Alejandro Marisio - Government of Chile,2018-08-08,Book - $50,Protocol gift exchange,Retain,50
47,2018-04-05,Janice Lukes,yes,no,no,Winnipeg Construction Association,2018-03-29,Flowers - value unknown,Appreciation,Left in office,
497,2019-10-11,Brian Bowman,yes,no,no,"Danny Schur,Composer/Producer/Co-writer",2019-09-24,1 ticket to Stand! Winnipeg Red Carpet Premiere,Courtesy Gift,Retained,
547,2020-03-11,Brian Bowman,yes,no,no,"Karan Chercoe, Machray School, I Love To Read",2020-02-12,Coffee Mug full of chocolates,Courtesy Gift,Retained,
200,2018-07-05,Matt Allard,no,no,yes,Provencher BIZ,2018-04-11,Hospitality,Regular meeting of the Biz improvement Zone of which Councillor Matt Allard is a member of the board of directors,Retained,
145,2018-06-18,Brian Bowman,yes,no,no,Claudette Leclerc - Manitoba Museum,2018-05-24,Tribute dinner - $100,Committee member - invite,Retain,100
61,2018-04-30,Devi Sharma,yes,no,no,Amber Meadow Retirement Residence,2018-03-08,Storytelling conversation starter cards - approximately $15,Thank you gift for visiting and providing presentation on ward activities / updates,For use at community events,15
634,2022-05-09,Brian Bowman,yes,no,no,"Neo Financial - Chris Simiar, Co-Founder",2022-04-29,"T-shirt, tote bag, pad of paper-$20.00",Gift,Retained,20
578,2021-03-23,Brian Bowman,yes,no,yes,"Nadia Thompson, Black History Manitoba Celbration Committee",2021-01-25,The Kids Book of Black Canadian History,Courtesy Gift,Retained,
448,2019-08-14,John Orlikow,yes,no,no,Folklorama,2019-07-05,Complimentary VIP tickets - $238.50,Given to all City Councillors,Received but not used,238
65,2018-04-30,Matt Allard,yes,no,no,Association of Bilingual Municipalities of Manitoba,2018-03-28,Food and refreshments,This was a meeting where we discussed Association of Bilingual Municipalities of Manitoba business,Retained,
204,2018-07-05,Matt Allard,yes,no,no,RBC Convention Centre,2018-04-20,Hospitality,Attended on behalf of the City of Winnipeg the International Downtown Association - Ambassador Plaque Presentation,Retained,
59,2018-04-30,Brian Bowman,yes,no,no,Kim Dudek and Philipp Kister - Murdoch MacKay Collegiate,2018-03-23,"Wall piece, metal crafted Winnipeg art - $750",State of the City - High School Students address,Retained,750
603,2021-12-15,Brian Bowman,yes,no,no,Helen Osborne's Family,2021-11-19,Red Fabric Piece -$10,Courtesy Gift,Retained,10
473,2019-09-26,Brian Bowman,yes,no,no,"ObbyKhan, Green Carrot Juice Company",2019-07-01,"tote bag, t-sirt, pen, notebook - $30.00",Courtesy Gift,Retained,30
349,2018-12-31,John Orlikow,yes,no,no,Brian Bowman,2018-12-14,25,Holiday present to Councillors,retained,
581,2021-05-05,Devi Sharma,yes,no,no,Winnipeg Art Gallery,2021-05-05,Journey North: The Inuit Art Centre Project - $65.00,To commemorate the official opening of Qaumajuq,Retained,65
22,2018-04-04,Matt Allard,yes,no,no,Southdale Resident / Financial Services Broker,2018-03-12,Book - Saving for Your Future - unknown,Educational for prospective clients,Retained,
499,2019-10-11,Kevin Klein,yes,no,no,Winnipeg ICE,2019-09-19,ICE Jersey $100,Represented the City,Donated,100
480,2019-09-26,Brian Bowman,yes,no,no,"Stephen Borys, Winnipeg Art Gallery",2019-08-06,"Book ""Tony Scherman: Heroes, Ghosts, and Dreams"", card - $40",Courtesy Gift,Retained,40
225,2018-07-18,Marty Morantz,yes,no,no,Folklorama,2018-07-17,"2 VIP tickets to each pavilion, 44*2*$2.65 = $233.20",Complimentary tickets given to each councillor,retain,233
91,2018-05-24,Shawn Dobson,yes,no,yes,Engineers Geoscientists Manitoba,2018-05-17,light snack,Association's annual MLA Reception at the Manitoba Legislative Building,retained,
472,2019-09-26,Brian Bowman,yes,no,no,"Shea Malcolmson, Northern Touch Music Festival",2019-07-01,Posters - $15.00,Courtesy Gift,Retained,15
96,2018-06-08,Marty Morantz,yes,no,no,Manitoba Heavy Construction Association,2018-05-30,Two complimentary dinner tickets $92.50 * GST/ticket = $194.25,Invited to attend annual MHCA Spring Mixer,attend,194
440,2019-07-04,Shawn Nason,yes,yes,no,Valour Football Club,2019-05-04,3 tickets total value of $150,Valour Football Club's innagural soccer match invited by the Club to attend.2 tickets from Valour Football Club1 ticket from Councillor Sharma originally from Valour Football Club,Retained,150
71,2018-05-01,Janice Lukes,yes,no,no,Mauritius Community,2018-04-19,"Mauritius pineapple candies and fan, value unknown",Thank you gift,Retained,
431,2019-07-03,Brian Bowman,yes,no,no,Special Olympics Canada,2019-06-13,"Scarf, 50th Anniversary Commemorative Award-$40",Courtesy Gift,Retained,40
201,2018-07-05,Matt Allard,no,no,yes,Provencher BIZ,2018-06-13,Hospitality,Regular meeting of the Biz improvement Zone of which Councillor Matt Allard is a member of the board of directors,Retained,
32,2018-04-05,Brian Bowman,yes,no,no,Gourmet Inspiration,2018-03-03,Ticket - LoveLocalMB Tradeshow - $60,Bring greetings / tour tradeshow,Retained,60
185,2018-06-28,Brian Bowman,yes,no,yes,Dr. D. S. Reimer - Reimer World Corp.,2018-06-18,Lunch meeting - $200,Policy discussion,Retain,200
414,2019-06-04,Brian Bowman,yes,no,no,Winnipeg Football Club,2019-05-04,Soccer game tickets $50 x 4 = $200,Courtesy Gift,Retain,200
461,2019-08-20,Vivian Santos,yes,no,no,ACI Manitoba Chapter,2019-05-15,Dinner,attended as City Councillor to discuss Arlington Bridge replacement,retained,
487,2019-10-09,Brian Mayes,yes,no,no,Prairie Theater Exchange,2019-09-12,$50.00,complimentary ticket to live theater production of No Foreigners,attended,50
54,2018-04-27,Jenny Gerbasi,yes,yes,no,GSAC,2018-04-12,40.00,Winnipeg Comedy Festival,Attended gala show,40
445,2019-07-24,Brian Mayes,yes,no,no,Winnipeg Football Club,2019-07-19,$40.00,celebrating local blue bombers in St. Vital community with community titled flag.,retiained,40
62,2018-04-30,Matt Allard,yes,no,no,Two Festival du Voyagueur passes,2018-03-16,Food and refreshments,"I was given two adult passes to the Voyageur park, on one occasion I lent one of these to my friend Luis Trejo, then to my father in law Albert Saltel. I spent many days at the park.",Retained,
82,2018-05-15,Scott Gillingham,yes,no,no,Southern Chiefs Organization,2018-05-09,Blanket $45,Given to me for bringing greetings on behalf of the City at their event.,retain,45
48,2018-04-10,Marty Morantz,yes,no,no,Canadian Jewish Political Affairs Committee,2018-03-19,Travel phone charger,Thank you for meeting students during their Student Leaders Session 4: Municipal Politics,Retained,
13,2018-03-27,Mike Pagtakhan,yes,no,no,Portuguese Association of Manitoba,2018-03-03,Dinner Tickets,Honourary Guest at the 52nd Anniversary of the Portuguese Association of Manitoba,Attended the dinner,
347,2018-12-30,Matt Allard,yes,no,no,Peg City Coop,2018-10-12,Honorary Membership,City Councillors were offered a free membership and I declined,declined,
608,2021-12-16,Brian Mayes,yes,no,no,Manitoba School Boards Association,2021-12-16,Small basket of chocolates and popcorn,"Gift for 2021 Holiday Season, to thank Councillor for his involvement/partnership with MSBA for his annual scholarship (Mark Dickof Memorial Scholarship Award)",Retained,
19,2018-04-04,Shawn Dobson,yes,no,no,Sturgeon Creek 1 Senior's Games,2018-02-05,"Two cookies, toque, pen, bag, ham sandwich - value unknown",Received when attended event,Retained,
561,2021-01-07,Brian Bowman,yes,no,no,Harvest Manitoba,2020-12-11,Mask $5.00,Courtesy Gift,Retained,5
249,2018-10-31,Brian Bowman,yes,no,yes,Japanese Cultural Association,2018-09-22,Gala Dinner -  $150,Event attendance - protocol and speaking,Retain,150
337,2018-12-30,Matt Allard,yes,no,no,Vigor Awards,2018-07-20,Hospitality and entry to event,I was invited by the Vigor awards to participate on behalf of the city to this event,retained,
109,2018-06-18,Brian Bowman,yes,no,no,Zach Minuk - Jewish Foundation of MB,2018-04-13,Annual Luncheon - $100,Deliver English blessing,Retain,100
342,2018-12-30,Matt Allard,yes,no,no,Soci�t� Francophone du Manitoba,2018-12-05,Hospitality,I attended a celebration of the Soci�t� Francophone du Manitoba,retained,
237,2018-10-29,Scott Gillingham,yes,yes,no,Barry Rempel - Winnipeg Airport Authority,2018-10-27,Tickets for the Humane Society Gala - $450,Invited to attend the Gala at the Winnipeg Airport Authority table. Councillor Gillingham sits on a WAA committee.,The Gillinghams attended the event.,450
56,2018-04-27,Jenny Gerbasi,yes,yes,no,GSAC,2018-04-15,40.00,Winnipeg Comedy Festival,Attended the DEbaters show,40
457,2019-08-20,Vivian Santos,yes,no,no,Winnipeg Chinese Community Culture Centre,2019-04-08,Lunch,Meeting with Board of Directors of Winnipeg Chinese Community Culture Centre,retained,
231,2018-08-01,Brian Mayes,yes,no,no,2018 Fringe Festival Passes,2018-07-02,$120.00,All Councillors received passes worth $120.00,Did not use,120
4,2018-03-07,Brian Mayes,yes,no,no,Angela Cassie,2018-03-06,$2.95,Gave ride back to City Hall from St. Boniface City Hall flag raising,,2
37,2018-04-05,Brian Bowman,yes,no,no,R. F. Morrison School,2018-02-23,10 Hershey kisses and a mug - $30,I Love to Read thank you gift,Retained,30
277,2018-12-10,Shawn Nason,yes,no,no,Christine Miller,2018-11-14,Ticket to attend Gala value of $210,Letter sent to the office extending an invitation to the Manitoba Heavy Construction Association Annual Chairman's Gala.,Retained,210
77,2018-05-10,John Orlikow,yes,no,no,Amie at Falaphal Place,2018-05-02,a coffee,Hospitality,retained,
155,2018-06-21,Shawn Dobson,yes,no,yes,Assiniboia Chamber of Commerce,2018-06-12,2 bottled water,coffee at the chamber with a presentation,retained,
88,2018-05-24,Shawn Dobson,yes,no,no,Assiniboia Downs,2018-05-10,Lunch Buffet,Official Launch for live racing,retained,
660,2024-04-29,Devi Sharma,yes,no,no,Representatives of Taichung City - Taiwan,2022-03-02,$40 (approximately),"Gift tote with disposable face masks, postcards and books about tourism in Taichung",retained,40
141,2018-06-18,Brian Bowman,yes,yes,no,Eric Paquette - Cavalia,2018-05-14,"Tickets, opening night, Cavalia - $506.50",Bring greetings,Retain,506
138,2018-06-18,Brian Bowman,yes,yes,no,Trudy Schroeder - WSO,2018-05-12,"Tickets, WSO - $100",Key to the City Presentation,Retain,100
17,2018-04-03,Scott Gillingham,yes,no,no,Veterans Ombudsman,2018-03-31,Notebook and pen,,,
218,2018-07-05,Matt Allard,yes,no,no,True North,2018-04-01,Bottle of water,I accepted a bottle of water on the tour of the new True North facilities,Retained,
557,2020-10-16,Kevin Klein,yes,no,no,tuxedo tennis club,2020-09-18,"T-shirt , $25",The Tuxedo tennis club made new T-shirts for their staff member. As a token of appreciation send it to councilor Klein,retained,25
78,2018-05-10,John Orlikow,yes,no,no,Winnipeg Housing Rehabilitation Corporatoin,2018-05-02,"Sandwitch, pop &  coffee",Hospitality - Board meeting held over lunch hour,retained,
653,2023-01-17,Brian Mayes,yes,no,no,Manitoba Filipino Journal,2023-01-17,$8.00,Belated Christmas gift and thank you for advertising in the Journal for the holiday season.,Shared with office mates,8
124,2018-06-18,Brian Bowman,yes,no,no,Wes Payne - MB Nurses Union,2018-05-01,Tote bag - $20,Speaking gift,Retain,20
132,2018-06-18,Brian Bowman,yes,no,no,Group of Northern Israel Mayors,2018-05-07,Book - $50,Protocol,Retain,50
540,2020-01-08,Brian Bowman,yes,no,no,"Dayna Spiring, President and CEO, Economic Development",2019-12-19,Winnipeg Water Bottle and T-Shirt - $35.00,Courtesy Gift,Retained,35
30,2018-04-05,Brian Bowman,yes,no,no,Mood Disorders Association of Manitoba,2018-02-24,Ticket - In the Mood Gala - $400,Bring greetings,Retained,400
51,2018-04-26,John Orlikow,no,no,yes,"State of the City Address, Wpg Chamber of Commerce event",2018-03-23,"Aromatherapy essential oil defuser, 20.00","table gift, had the dot on my cup.",retain,
605,2021-12-15,Brian Bowman,yes,no,no,"Mr. UCHIDA Tatsukuni, Consult General from Japan",2021-11-30,"Two 2022 Ikebana Calendars, a small box with 2 Sake Cups-$50",Courtesy Gift,Retained,50
153,2018-06-18,Cindy Gilroy,yes,no,no,Red River Ex Complimentary four Tickets and one Parking,2018-06-04,Admission Tickets and Parking = $53.00,Complimentary Tickets,Donated,53
191,2018-06-29,Jenny Gerbasi,yes,no,no,Heritage Winnipeg,2018-06-27,$250.00,Keynote Speaker for their AGM,retained,250
433,2019-07-03,Brian Bowman,yes,no,no,"Marion Cooper, Ride Don't Hide",2019-06-18,T-shirt- 2 x $15 = $30,Courtesy Gift,Retained,15
42,2018-04-05,Brian Bowman,yes,no,no,Bothwell Cheese,2018-03-03,Cheese - $100,Love LocalMB tradeshow samples,Retained,100
415,2019-06-04,Brian Bowman,yes,no,no,"Nick Paulet, Organizer, Winnipeg Police Service 1/2 marathon",2019-05-05,Police 1/2 Marathon 5k entry tickets $50 x 3 = $150,Courtesy Gift,Retain,150
246,2018-10-31,Brian Bowman,yes,no,no,Sheraz Ali,2018-08-28,"Shirts, hoodies, wristbands - $150",Courtesy gifts - meeting with Immigration Partnership Winnipeg,Retain,150
207,2018-07-05,Matt Allard,yes,no,no,Notre Dame Community Centre Volunteer Appreciation Evening,2018-04-21,Hospitality,Attended as area city Councilllor at the Notre Dame Community Centre Volunteer Appreciation Night,Retained,
494,2019-10-11,Brian Bowman,yes,no,yes,"Sean Finn, Executive VP Corporate Services and Chief Legal Officer, CN100",2019-09-20,3 tickets to CN100 Train Ride in Winnipeg,Courtesy Gift,Retained,
169,2018-06-26,Scott Gillingham,yes,no,no,Manitoba Heavy Construction Association,2018-05-30,Complementary Entry To The MHCA Spring Mixer Event - $97.13 face value,Councillor Gillingham was invited to attend the social evening without charge.,Councillor Gillingham attended the event.,97
429,2019-07-02,Kevin Klein,yes,yes,no,Winnipeg Fringe Festival,2019-06-28,$144.00 (x12 tickets at ~$12.00),VIP Passes,"Retained, but not used",144
430,2019-07-03,Brian Bowman,yes,no,no,Danish Canadian Conference,2019-06-04,Flowers and Card - $40,Courtesy Gift,Retained,40
423,2019-06-04,Brian Bowman,yes,no,no,"His Excellency Thomas Winkler, Ambassador of the Kingdom of Denmark to Canada",2019-05-23,"Book - ""The Journal of Jens Munk: 1619-1620"" - $37",Courtesy Gift,Retain,37
266,2018-12-04,Kevin Klein,yes,no,no,UFFW Ball,2018-11-17,$165ea x 2 tickets = $330,"Two complimentary tickets to the 2018 UFFW Charity Ball, offered to all councillors",retained,330
76,2018-05-10,John Orlikow,yes,no,no,McHappy Days,2018-05-02,"McHappy Days apron, water cup, and a value meet coupon",Volunteer appreciation gift,retained,
550,2020-03-11,Brian Bowman,yes,no,no,"Cheryl Christian, Mayor, West St Paul",2020-02-24,"Coffee Mug and Coffee Thermos, Notebook",Courtesy Gift,Retained,
239,2018-10-31,Brian Bowman,yes,no,no,Brad Rice - The Rink,2018-08-01,"Hat, practice jersey - $50",Protocol,Retain,50
176,2018-06-28,Brian Bowman,yes,no,no,Pastor Mark Hughes - Church of the Rock,2018-06-05,I Love Winnipeg shirt - $20,Speech at Pastors and Leaders Prayer Network - Speaking Gift,Retain,20
163,2018-06-25,Mike Pagtakhan,yes,no,no,Casa Dos Acores,2018-04-21,Dinner,attended the traditional Fish Dinner - bacalhau,attended dinner,
117,2018-06-18,Brian Bowman,yes,no,no,Greg Leipsic - Junior Achievement,2018-04-23,Junior Achievement MB Business Hall of Fame Dinner - $200,Bring greetings,Retain,200
242,2018-10-31,Brian Bowman,yes,no,yes,Woodcock Cycle,2018-08-07,VIP pass package and 2 bus tour passes - $555.80,BIZ tour stop - protocol gift,Retain,555
175,2018-06-28,Brian Bowman,yes,yes,no,Bonnie and John Buhler,2018-06-04,Mandela: Struggle for Freedom Opening Gala - $500,Protocol invite,Retain,500
511,2019-10-17,Matt Allard,yes,no,no,Councillor Brian Mayes,2019-08-04,VIP tickets to Folklorama,Folklorama tickets are offered to members of Council. I used some of these tickets to attend some pavilions.,retained,
643,2022-07-08,Brian Bowman,yes,no,no,Planting of Sunflowers,2022-06-09,BBQ Apron  - $15,Gift,Retained,15
582,2021-05-26,Brian Bowman,yes,no,no,Winnipeg Chamber of Commerce,2021-03-19,"Gift Basket containing local  goods - jam, honey, candle - $30.00",Courtesy Gift,Retained,30
477,2019-09-26,Brian Bowman,yes,no,no,Winnipeg Blue Bombers,2019-07-19,Flag - $50.00,Courtesy Gift,Retained,50
655,2023-04-03,John Orlikow,yes,no,no,Manitoba Opera,2023-02-25,$53.00 x 2 tickets,50th Anniversary Concert,did not use,53
102,2018-06-14,Marty Morantz,yes,no,yes,Red River Ex admission + parking,2018-06-01,Admission*4 = $60 + parking,Complimentary tickets sent to all councillors,Retain,60
512,2019-10-17,Matt Allard,yes,no,no,Oscar Navarro,2019-07-01,Coffee and Spanish Lord of the Rings Books,"Oscar knows I like reading, Spanish and coffee and offered me this thoughtful gift. I accepted. I'm not sure which date the gift was received but it was some time in July",retained,
240,2018-10-31,Brian Bowman,yes,no,no,Norwood FLorists,2018-08-01,1 dozen roses - $50,BIZ tour stop - protocol gift,Retain,50
67,2018-05-01,Mike Pagtakhan,yes,no,no,Casa do Minho Portuguese Center,2018-04-01,Easter Lunch,guest speaker at the traditional Easter Feast and provided welcoming remarks,retained,
193,2018-06-29,Jason Schreyer,yes,yes,no,Winnipeg Art Gallery,2018-06-14,Preview of exhibitions. Value unknown.,Celebration,Attended with spouse,
558,2020-12-29,Shawn Nason,yes,no,no,The Queen's Own Cameron Highlanders of Canada Regimental Foundation,2020-12-18,Winnipeg's Ladies From Hell (Informational book on The Queen's Own Cameron Highlanders of Canada) / $50,Courtesy Gift,Retained,50
334,2018-12-30,Matt Allard,yes,no,no,Norwood Hotel,2018-12-06,Ticket to the chamber of commerce state of the Province,I was offered a ticket to the state of the Province from the Norwood hotel,retained,
41,2018-04-05,Brian Bowman,yes,no,no,Gourmet Inspirations,2018-03-03,Gift Bag - $100,Speaking gift - LoveLocalMB,Retained,100
604,2021-12-15,Brian Bowman,yes,no,no,"Barry Kopulos, Manitoba Multi-Metis Foundation",2021-11-19,Book - Make Quality Connection - $10,Courtesy Gift,Retained,10
469,2019-08-21,Brian Mayes,yes,no,no,Folklorama,2019-07-29,31.80,attending 6 Folkorama pavilions with one guest.,attend 6 pavilions with guest,
